"filename", "language", "TypeScript", "Less", "JavaScript", "CSS", "XML", "comment", "blank", "total"
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/pastie.css", "CSS", 0, 0, 0, 146, 0, 10, 25, 181
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/perldoc.css", "CSS", 0, 0, 0, 120, 0, 12, 10, 142
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/pygments.css", "CSS", 0, 0, 0, 136, 0, 7, 17, 160
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/rainbow_dash.css", "CSS", 0, 0, 0, 143, 0, 5, 17, 165
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/rrt.css", "CSS", 0, 0, 0, 125, 0, 10, 25, 160
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/solarized-dark.css", "CSS", 0, 0, 0, 123, 0, 11, 13, 147
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/solarized-dark256.css", "CSS", 0, 0, 0, 124, 0, 9, 14, 147
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/solarized-light.css", "CSS", 0, 0, 0, 141, 0, 11, 12, 164
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/swapoff.css", "CSS", 0, 0, 0, 121, 0, 6, 18, 145
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/tango.css", "CSS", 0, 0, 0, 161, 0, 10, 13, 184
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/trac.css", "CSS", 0, 0, 0, 134, 0, 10, 24, 168
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/vim.css", "CSS", 0, 0, 0, 127, 0, 5, 13, 145
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/vs.css", "CSS", 0, 0, 0, 97, 0, 5, 12, 114
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/styles/xcode.css", "CSS", 0, 0, 0, 148, 0, 6, 21, 175
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/highlight.js/yul.min.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 30
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/i18n/en_US.js", "JavaScript", 0, 0, 85, 0, 0, 0, 1, 86
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/i18n/ja_JP.js", "JavaScript", 0, 0, 85, 0, 0, 0, 1, 86
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/i18n/ko_KR.js", "JavaScript", 0, 0, 85, 0, 0, 0, 1, 86
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/i18n/ru_RU.js", "JavaScript", 0, 0, 85, 0, 0, 0, 1, 86
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/i18n/zh_CN.js", "JavaScript", 0, 0, 85, 0, 0, 0, 1, 86
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/i18n/zh_TW.js", "JavaScript", 0, 0, 85, 0, 0, 0, 1, 86
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/icons/ant.js", "JavaScript", 0, 0, 174, 0, 0, 0, 1, 175
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/icons/material.js", "JavaScript", 0, 0, 195, 0, 0, 0, 1, 196
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/katex/katex.min.css", "CSS", 0, 0, 0, 1, 0, 0, 1, 2
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/katex/katex.min.js", "JavaScript", 0, 0, 1, 0, 0, 1, 1, 3
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/katex/mhchem.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 1, 2
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/lute/lute.min.js", "JavaScript", 0, 0, 59, 0, 0, 0, 5, 64
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/a11y/assistive-mml.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/a11y/complexity.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/a11y/explorer.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/a11y/semantic-enrich.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/asciimath.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/mml.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/mml/entities.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex-base.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex-full.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/action.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/all-packages.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/ams.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/amscd.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/autoload.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/bbox.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/boldsymbol.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/braket.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/bussproofs.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/cancel.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/color.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/colorV2.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/configMacros.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/enclose.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/extpfeil.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/html.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/mhchem.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/newcommand.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/noerrors.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/noundefined.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/physics.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/require.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/tagFormat.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/textmacros.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/unicode.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/input/tex/extensions/verb.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/mathmaps/de.js", "JavaScript", 0, 0, 103, 0, 0, 0, 2, 105
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/mathmaps/en.js", "JavaScript", 0, 0, 109, 0, 0, 0, 2, 111
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/mathmaps/es.js", "JavaScript", 0, 0, 103, 0, 0, 0, 2, 105
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/mathmaps/fr.js", "JavaScript", 0, 0, 103, 0, 0, 0, 2, 105
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/mathmaps/mathmaps_ie.js", "JavaScript", 0, 0, 517, 0, 0, 0, 2, 519
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/mathmaps/nemeth.js", "JavaScript", 0, 0, 103, 0, 0, 0, 2, 105
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/sre-node.js", "JavaScript", 0, 0, 10, 0, 0, 1, 0, 11
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/sre/sre_browser.js", "JavaScript", 0, 0, 447, 0, 0, 1187, 0, 1634
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mathjax/tex-svg-full.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/mermaid/mermaid.min.js", "JavaScript", 0, 0, 1, 0, 0, 1, 1, 3
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/js/plantuml/plantuml-encoder.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/method.ts", "TypeScript", 42, 0, 0, 0, 0, 20, 4, 66
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/constants.ts", "TypeScript", 62, 0, 0, 0, 0, 2, 4, 68
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/devtools/index.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 6, 84
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/export/index.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 6, 82
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/hint/index.ts", "TypeScript", 249, 0, 0, 0, 0, 5, 23, 277
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/ir/expandMarker.ts", "TypeScript", 63, 0, 0, 0, 0, 5, 12, 80
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/ir/highlightToolbarIR.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 15, 98
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/ir/index.ts", "TypeScript", 221, 0, 0, 0, 0, 12, 24, 257
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/ir/input.ts", "TypeScript", 192, 0, 0, 0, 0, 23, 26, 241
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/ir/process.ts", "TypeScript", 205, 0, 0, 0, 0, 3, 13, 221
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/ir/processKeydown.ts", "TypeScript", 196, 0, 0, 0, 0, 20, 23, 239
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/abcRender.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 3, 28
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/adapterRender.ts", "TypeScript", 32, 0, 0, 0, 0, 1, 1, 34
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/anchorRender.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 2, 20
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/chartRender.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 4, 38
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/codeRender.ts", "TypeScript", 46, 0, 0, 0, 0, 1, 8, 55
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/flowchartRender.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 3, 26
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/getHTML.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 2, 12
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/getMarkdown.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 2, 13
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/graphvizRender.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 8, 50
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/highlightRender.ts", "TypeScript", 75, 0, 0, 0, 0, 1, 11, 87
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/lazyLoadImageRender.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 5, 57
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/mathRender.ts", "TypeScript", 135, 0, 0, 0, 0, 1, 9, 145
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/mediaRender.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 5, 79
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/mermaidRender.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 3, 50
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/mindmapRender.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 3, 75
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/outlineRender.ts", "TypeScript", 109, 0, 0, 0, 0, 0, 2, 111
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/plantumlRender.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 3, 33
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/previewRender.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 7, 152
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/setLute.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 1, 24
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/markdown/speechRender.ts", "TypeScript", 94, 0, 0, 0, 0, 0, 8, 102
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/outline/index.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 5, 48
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/preview/image.ts", "TypeScript", 46, 0, 0, 0, 0, 2, 3, 51
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/preview/index.ts", "TypeScript", 244, 0, 0, 0, 0, 6, 16, 266
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/resize/index.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 11, 58
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/sv/index.ts", "TypeScript", 111, 0, 0, 0, 0, 2, 13, 126
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/sv/inputEvent.ts", "TypeScript", 179, 0, 0, 0, 0, 19, 11, 209
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/sv/process.ts", "TypeScript", 203, 0, 0, 0, 0, 5, 15, 223
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/sv/processKeydown.ts", "TypeScript", 172, 0, 0, 0, 0, 17, 8, 197
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/tip/index.ts", "TypeScript", 34, 0, 0, 0, 0, 1, 5, 40
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Both.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 2, 29
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Br.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 2, 9
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/CodeTheme.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 6, 37
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/ContentTheme.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 6, 36
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Counter.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 5, 41
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Custom.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 2, 18
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Devtools.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 3, 29
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Divider.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 2, 9
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/EditMode.ts", "TypeScript", 165, 0, 0, 0, 0, 5, 24, 194
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Emoji.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 7, 75
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Export.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 3, 42
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Fullscreen.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 7, 62
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Headings.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 8, 70
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Help.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 2, 31
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Indent.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 3, 26
"/Users/yunuszhang/code/demo/demo_study_vditor/vditor/src/ts/toolbar/Info.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 2, 44
